AR_Ref,FA_CodeFamille,AR_Design,Colonne1,AR_PrixVen,Stock TOTAL
AS19V237A40135OR,CHAORDPOR,ORIGINAL ASUS CHARGEUR ORDINATEUR 19V2.37A 4.0*1.35,CHARGEUR ORDINATEUR PORTABLE,5000,507
AS19V237A5.5,CHAORDPOR,ASUS CHARGEUR ORDINATEUR 19V2.37A 5.5*2.5,CHARGEUR ORDINATEUR PORTABLE,3000,0
AS19V342,CHAORDPOR,ASUS CHARGEUR ORDINATEUR 19V3.42A 4.0*1.35,CHARGEUR ORDINATEUR PORTABLE,3000,158
AS19V3425,CHAORDPOR,ASUS CHARGEUR ORDINATEUR 19V3.42A 5.5*2.5,CHARGEUR ORDINATEUR PORTABLE,3000,0
AS19V342A,CHAORDPOR,ASUS CHARGEUR ORDINATEUR 19V3.42A 5.5*1.7,CHARGEUR ORDINATEUR PORTABLE,3000,0
AS19V342A3010,CHAORDPOR,ASUS CHARGEUR ORDINATEUR 19V3.42A 3.0*1.0,CHARGEUR ORDINATEUR PORTABLE,3000,3
AS19V342A4530,CHAORDPOR,ASUS CHARGEUR ORDINATEUR 19V3.42A 4.5*3.0 BLACK,CHARGEUR ORDINATEUR PORTABLE,3000,116
AS19V342A5525OR,CHAORDPOR,ORIGINAL ASUS CHARGEUR ORDI 19V3.42 5.5*2.5 BLUE PACKING,CHARGEUR ORDINATEUR PORTABLE,7500,76
AS19V342AOR,CHAORDPOR,ORIGINAL ASUS  CHARGEUR ORDINATEUR 19V3.42A 5.5*2.5 packing bleu,CHARGEUR ORDINATEUR PORTABLE,5000,91
AS19V342ATX300,CHAORDPOR,ASUS CHARGEUR ORDINATEUR 19V3.42A TX300,CHARGEUR ORDINATEUR PORTABLE,10000,95
AS19V474,CHAORDPOR,ASUS CHARGEUR ORDINATEUR 19V4.74A 5.5*2.5,CHARGEUR ORDINATEUR PORTABLE,3000,0
AS19V632,CHAORDPOR,ASUS CHARGEUR ORDINATEUR 19.5V6.32A 6.0*3.7,CHARGEUR ORDINATEUR PORTABLE,15000,12
AS19V632A,CHAORDPOR,ASUS CHARGEUR ORDINATEUR 19V6.32A 5.5*2.5,CHARGEUR ORDINATEUR PORTABLE,10000,9
AS19V632A4530,CHAORDPOR,ASUS CHARGEUR ORDINATEUR 19V6.32A 4.5*3.0,CHARGEUR ORDINATEUR PORTABLE,10000,0
AS45W,CHAORDPOR,ASUS CHARGEUR ORDINATEUR TYPE-C 45W/20V3.25A/15V3A/9V2A/5V2A,CHARGEUR ORDINATEUR PORTABLE,10000,49
AS65W,CHAORDPOR,ASUS CHARGEUR ORD TYPE-C 65W / 20V3.25A /15V3A / 9V2A / 5V2A /,CHARGEUR ORDINATEUR PORTABLE,10000,0
AS95V315A,CHAORDPOR,ASUS CHARGEUR ORDINATEUR 9.5V3.15A 4.8*1.7,CHARGEUR ORDINATEUR PORTABLE,3000,3
CHAORD,CHAORDPOR,CHARGEUR ORDINATEUR,CHARGEUR ORDINATEUR PORTABLE,3000,0
CHAUNI,CHAORDPOR,CHARGEUR NOTEBOOK  ADAPTER  90W / CHARGEUR UNIVERSEL 90W,CHARGEUR ORDINATEUR PORTABLE,8000,50
DE130W,CHAORDPOR,DELL CHARGEUR ORDINATE TYPE-C 130W / 20V3.25A /15V3A / 9V2A / 5V2A /,CHARGEUR ORDINATEUR PORTABLE,20000,150
DE195V108A,CHAORDPOR,ORIGINAL DELL CHARGEUR ORDINATEUR 19.5V10.8A 7.4*5.0,CHARGEUR ORDINATEUR PORTABLE,17500,20
DE195V118A,CHAORDPOR,ORIGINAL DELL CHARGEUR ORDINATEUR 19.5V11.8A 7.4*5.0,CHARGEUR ORDINATEUR PORTABLE,17500,12
DE195V231,CHAORDPOR,DELL CHARGEUR ORDINATEUR 19.5V2.31A 4.5*3.0 BLACK,CHARGEUR ORDINATEUR PORTABLE,3000,8
DE195V231A4530OR,CHAORDPOR,ORIGINAL DELL  CHARGEUR  ORDI 19.5V2.31A 4.5*3.0 BLACK BLUE PACKING,CHARGEUR ORDINATEUR PORTABLE,10000,14
DE195V333SM,CHAORDPOR,DELL CHARGEUR ORDINATEUR 19.5V3.33A SMALL BULLET,CHARGEUR ORDINATEUR PORTABLE,2500,0
DE195V334,CHAORDPOR,DELL CHARGEUR ORDINATEUR 19.5V3.34A 4.5*3.0,CHARGEUR ORDINATEUR PORTABLE,3000,0
DE195V334A,CHAORDPOR,DELL CHARGEUR ORDINATEUR 19.5V3.34A 7.4*5.0 BIG SIZE,CHARGEUR ORDINATEUR PORTABLE,3000,0
DE195V334A4530OR,CHAORDPOR,ORIGINAL DELL CHARGEUR ORDI 19.5V3.34A 4.5*3.0 / 65W,CHARGEUR ORDINATEUR PORTABLE,10000,225
DE195V334ASMALL,CHAORDPOR,DELL CHARGEUR ORDINATEUR 19.5V3.34A SMALL BULLET,CHARGEUR ORDINATEUR PORTABLE,3000,0
DE195V462A,CHAORDPOR,DELL CHARGEUR ORDINATEUR 19.5V4.62A 7.4*5.0 / BIG SIZE,CHARGEUR ORDINATEUR PORTABLE,3500,0
DE195V462A4530,CHAORDPOR,DELL CHARGEUR ORDINATEUR 19.5V4.62A 4.5*3.0 BLACK,CHARGEUR ORDINATEUR PORTABLE,3000,0
DE195V462A7450OR,CHAORDPOR,ORIGINAL DELL CHARGEUR ORDI 19.5V4.62A 7.4*5.0 BLUE PACKING / SLIM,CHARGEUR ORDINATEUR PORTABLE,6000,2
DE195V462SM,CHAORDPOR,DELL CHARGEUR ORDINATEUR 19.5V4.62A SMALL BULLET/4.5*3.0,CHARGEUR ORDINATEUR PORTABLE,3000,0
DE195V667,CHAORDPOR,ORIGINAL DELL CHARGEUR ORDINATEUR 19.5V6.67A 4.5*3.0 /130W,CHARGEUR ORDINATEUR PORTABLE,20000,8
DE195V67A,CHAORDPOR,ORIGINAL DELL CHARGEUR ORDINATEUR 19.5V6.7A 7.4*5.0,CHARGEUR ORDINATEUR PORTABLE,10000,235
DE195V77A,CHAORDPOR,DELL CHARGEUR ORDINATEUR 19.5V7.7 A 7.4*5.0,CHARGEUR ORDINATEUR PORTABLE,10000,9
DE19V158A,CHAORDPOR,DELL CHARGEUR ORDINATEUR 19V1.58A 5.5*1.7,CHARGEUR ORDINATEUR PORTABLE,3000,101
DE20V35A,CHAORDPOR,DELL CHARGEUR ORDINATEUR 20V3.5A,CHARGEUR ORDINATEUR PORTABLE,3000,61
DE45W,CHAORDPOR,DELL CHARGEUR ORDINATEU TYPE-C 45W / 20V3.25A /15V3A / 9V2A / 5V2A /,CHARGEUR ORDINATEUR PORTABLE,12500,41
DE65W,CHAORDPOR,DELL CHARGEUR ORDINATEU TYPE-C 65W / 20V3.25A /15V3A / 9V2A / 5V2A /,CHARGEUR ORDINATEUR PORTABLE,15000,13
DE90W,CHAORDPOR,ORIGINAL DELL CHARGEUR ORD TYPE-C 90W,CHARGEUR ORDINATEUR PORTABLE,15000,53
H195V923A,CHAORDPOR,ORIGINAL HP CHARGEUR ORDINATEUR 19.5V9.23A 7.4*5.0,CHARGEUR ORDINATEUR PORTABLE,10000,232
H525V3AV8,CHAORDPOR,H CHARGEUR ORDINATEUR H5.25V3A V8,CHARGEUR ORDINATEUR PORTABLE,5000,0
HP185V357450,CHAORDPOR,HP CHARGEUR ORDINATEUR 18.5V3.5A 7.4*5.0,CHARGEUR ORDINATEUR PORTABLE,3000,0
HP185V35A,CHAORDPOR,HP CHARGEUR ORDINATEUR 18.5V3.5A  4.8*1.7 JAUNE,CHARGEUR ORDINATEUR PORTABLE,3000,701
HP185V65A,CHAORDPOR,HP CHARGEUR ORDINATEUR 18.5V6.5A 5.5*2.5,CHARGEUR ORDINATEUR PORTABLE,5000,27
HP185V65A7,CHAORDPOR,HP CHARGEUR ORDINATEUR 18.5V6.5A 7.4*5.0,CHARGEUR ORDINATEUR PORTABLE,10000,15
HP195V1034530OR,CHAORDPOR,ORIGINAL HP CHARGEUR ORDINATEUR 19.5V10.3A 4.5*3.0,CHARGEUR ORDINATEUR PORTABLE,20000,66
HP195V118A,CHAORDPOR,HP CHARGEUR ORDINATEUR 19.5V11.8A 7.4*5.0,CHARGEUR ORDINATEUR PORTABLE,40000,79
HP195V205A,CHAORDPOR,HP CHARGEUR ORDINATEUR 19.5V2.05A 4.0*1.7 / 4.8*1.7,CHARGEUR ORDINATEUR PORTABLE,3000,26
HP195V205SM,CHAORDPOR,HP CHARGEUR ORDINATEUR 19.5V2.05A SMALL BULLET,CHARGEUR ORDINATEUR PORTABLE,3000,7
HP195V231,CHAORDPOR,HP CHARGEUR ORDINATEUR 19.5V2.31A 4.5*3.0 BLEU,CHARGEUR ORDINATEUR PORTABLE,3000,152
HP195V231A,CHAORDPOR,HP CHARGEUR ORDINATEUR 19.5V2.31A 7.4*5.0,CHARGEUR ORDINATEUR PORTABLE,3000,0
HP195V231A4530OR,CHAORDPOR,ORIGINAL HP CHARGEUR ORDINATEUR 19.5V2.31A 4.5*3.0 BLUE PACKING,CHARGEUR ORDINATEUR PORTABLE,5000,113
HP195V333A,CHAORDPOR,HP CHARGEUR ORDINATEUR 19.5V3.33A 4.5*3.0 BLEU,CHARGEUR ORDINATEUR PORTABLE,3000,3349
HP195V333A4,CHAORDPOR,HP CHAREUR ORDINATEUR 19.5V3.33A 4.8*1.7 LONGER,CHARGEUR ORDINATEUR PORTABLE,3000,202
HP195V333A4530OR,CHAORDPOR,ORIGINAL HP  CHARGEUR ORDI 19.5V3.33A 4.5*3.0 BLUE PACKING,CHARGEUR ORDINATEUR PORTABLE,5000,140
HP195V333A74,CHAORDPOR,HP CHARGEUR ORDINATEUR 19.5V3.33A 7.4*5.0,CHARGEUR ORDINATEUR PORTABLE,3000,0
HP195V462,CHAORDPOR,HP CHARGEUR ORDINATEUR 19.5V4.62A 4.5*3.0 BLEU,CHARGEUR ORDINATEUR PORTABLE,3000,353
HP195V615A,CHAORDPOR,HP CHARGEUR ORDINATEUR 19.5V6.15A 4.5*3.0 BLEU,CHARGEUR ORDINATEUR PORTABLE,10000,49
HP195V77A,CHAORDPOR,ORIGINAL HP CHARGEUR ORDINATEUR 19.5V7.7A 4.5*3.0 BLUE,CHARGEUR ORDINATEUR PORTABLE,10000,8
HP195V77A7450,CHAORDPOR,ORIGINAL HP CHARGEUR ORDINATEUR 19.5V7.7A 7.4*5.0 PIN,CHARGEUR ORDINATEUR PORTABLE,15000,50
HP195V789A,CHAORDPOR,HP CHARGEUR ORDINATEUR 19.5V7.89A 7.4*5.0,CHARGEUR ORDINATEUR PORTABLE,15000,8
HP19V158,CHAORDPOR,HP CHARGEUR ORDINATEUR 19V1.58A 4.0*1.7,CHARGEUR ORDINATEUR PORTABLE,3000,1
HP19V158A,CHAORDPOR,HP CHARGEUR ORDINATEUR 19V1.58A 40PIN,CHARGEUR ORDINATEUR PORTABLE,10000,3
HP19V23174,CHAORDPOR,HP CHARGEUR ORDINATEUR 19V2.31A 7.4.5.0,CHARGEUR ORDINATEUR PORTABLE,3000,0
HP19V474,CHAORDPOR,HP CHARGEUR ORDINATEUR 19V4.74A 7.4*5.0,CHARGEUR ORDINATEUR PORTABLE,3500,0
HP19V474A,CHAORDPOR,HP CHARGEUR ORDINATEUR 19V4.74A 5.5*2.5,CHARGEUR ORDINATEUR PORTABLE,3000,0
HP19V474B,CHAORDPOR,HP CHARGEUR ORDINATEUR 19V4.74A 4.8*1.7 BULLET,CHARGEUR ORDINATEUR PORTABLE,3000,37
HP19V71A,CHAORDPOR,ORIGINAL HP CHARGEUR ORDINATEUR 19V7.1A 7.4*5.0,CHARGEUR ORDINATEUR PORTABLE,10000,27
HP19V789A,CHAORDPOR,HP CHARGEUR ORDINATEUR HP 19V7.89A 7.4*5.0,CHARGEUR ORDINATEUR PORTABLE,15000,40
HP19V79A7.4,CHAORDPOR,HP CHARGEUR ORDINATEUR 19V7.9A 7.4*5.0,CHARGEUR ORDINATEUR PORTABLE,5000,15
HP19V95A,CHAORDPOR,HP CHARGEUR ORDINATEUR 19V9.5A 7.4*5.0,CHARGEUR ORDINATEUR PORTABLE,15000,24
HP45W,CHAORDPOR,HP CHARGEUR ORDINATEUR TYPE-C 45W,CHARGEUR ORDINATEUR PORTABLE,10000,245
HP65W,CHAORDPOR,HP CHARGEUR ORDINATEUR TYPE-C 65W,CHARGEUR ORDINATEUR PORTABLE,10000,185
HP90W,CHAORDPOR,ORIGINAL HP CHARGEUR ORD TYPE-C 90W,CHARGEUR ORDINATEUR PORTABLE,15000,99
KFD19237,CHAORDPOR,CHARGEUR UNIVERSEL SMART KFD19237 / 19V2.37A,CHARGEUR ORDINATEUR PORTABLE,7500,0
KFD45WTYPEC,CHAORDPOR,KFD CHARGEUR ORDINATEUR TYPE-C 45W KFD,CHARGEUR ORDINATEUR PORTABLE,15000,1
KFD65WTYPEC,CHAORDPOR,KFD CHARGEUR ORDINATEUR TYPE-C 65W KFD,CHARGEUR ORDINATEUR PORTABLE,15000,0
LE12V3A,CHAORDPOR,LENOVO CHARGEUR ORDINATEUR 12V3A USB,CHARGEUR ORDINATEUR PORTABLE,5000,0
LE12V3APUSB,CHAORDPOR,LENOVO CHARGEUR 12V3A SMALL PIN /SMALL USB,CHARGEUR ORDINATEUR PORTABLE,5000,3
LE195V615AUSB,CHAORDPOR,LENOVO CHARGEUR ORDINATEUR 19.5V6.15A USB PIN,CHARGEUR ORDINATEUR PORTABLE,10000,86
LE195V675,CHAORDPOR,LENOVO CHARGEUR ORDINATEUR 19.5V6.75A USB PIN,CHARGEUR ORDINATEUR PORTABLE,10000,5
LE20V225,CHAORDPOR,LENOVO CHARGEUR ORDINATEUR 20V2.25A USB PIN,CHARGEUR ORDINATEUR PORTABLE,3000,0
LE20V225A,CHAORDPOR,LENOVO CHARGEUR ORDINATEUR 20V2.25A 4.0*1.7,CHARGEUR ORDINATEUR PORTABLE,3000,0
LE20V225A4017OR,CHAORDPOR,ORIGINAL LENOVO CHARGEUR ORDINATEUR 20V2.25A 4.0*1.7 BLUE PACKING,CHARGEUR ORDINATEUR PORTABLE,5000,36
LE20V225A5525,CHAORDPOR,LENOVO CHARGEUR ORDIANTEUR 20V2.25A 5.5*2.5,CHARGEUR ORDINATEUR PORTABLE,3000,378
LE20V225A80,CHAORDPOR,LENOVO CHARGEUR ORDINATEUR 20V2.25A 7.9*5.5 / 8.0 PIN,CHARGEUR ORDINATEUR PORTABLE,3000,26
LE20V225AORI,CHAORDPOR,ORIGINAL LENOVO CHARGEUR ORDINATEUR 20V2.25A USB BLUE PACKING,CHARGEUR ORDINATEUR PORTABLE,5000,299
LE20V225YOGO,CHAORDPOR,LENOVO  CHARGEUR ORDINATEUR 20V2.25 YOGa / YOGA3 / 5/20V 2A /,CHARGEUR ORDINATEUR PORTABLE,5000,1
LE20V2A,CHAORDPOR,ORIGINAL LENOVO CHARGEUR ORDINATEUR 20V2A YOGA BLUE PACKING,CHARGEUR ORDINATEUR PORTABLE,15000,87
LE20V325,CHAORDPOR,LENOVO CHARGEUR ORDINATEUR 20V3.25A 5.5*2.5,CHARGEUR ORDINATEUR PORTABLE,3000,219
LE20V325A,CHAORDPOR,LENOVO CHARGEUR ORDINATEUR 20V3.25A  7.9*5.5,CHARGEUR ORDINATEUR PORTABLE,3000,781
LE20V325A4017,CHAORDPOR,LENOVO CHARGEUR ORDINATEUR 20V3.25A 4.0*1.7,CHARGEUR ORDINATEUR PORTABLE,3000,0
LE20V325A4017OR,CHAORDPOR,ORIGINAL LENOVO CHARGEUR ORDINATEUR 20V3.25A 4.0*1.7 BLUE PACKING,CHARGEUR ORDINATEUR PORTABLE,5000,0
LE20V325A80,CHAORDPOR,LENOVO CHARGEUR ORDINATEUR 20V3.25A 8.0 PIN,CHARGEUR ORDINATEUR PORTABLE,3000,0
LE20V325AORI,CHAORDPOR,ORIGINAL LENOVO CHARGEUR ORDINATEUR 20V3.25A USB BLUE PACKING,CHARGEUR ORDINATEUR PORTABLE,5000,188
LE20V325AUSB,CHAORDPOR,LENOVO CHARGEUR ORDINATEUR 20V3.25A USB PIN,CHARGEUR ORDINATEUR PORTABLE,3000,0
LE20V325AYOGA,CHAORDPOR,LENOVO CHARGEUR ORDINATEUR 20V3.25A YOGA BLUE PACKING,CHARGEUR ORDINATEUR PORTABLE,15000,79
LE20V342,CHAORDPOR,LENOVO CHARGEUR ORDIANTEUR LE 20V3.42 5.5*2.5,CHARGEUR ORDINATEUR PORTABLE,5000,60
LE20V45A,CHAORDPOR,LENOVO CHARGEUR ORDINATEUR 20V4.5A 7.9*5.5,CHARGEUR ORDINATEUR PORTABLE,3500,726
LE20V45A5525,CHAORDPOR,LENOVO CHARGEUR ORDINATEUR 20V4.5A 5.5*2.5,CHARGEUR ORDINATEUR PORTABLE,5000,0
LE20V45AUSB,CHAORDPOR,LENOVO CHARGEUR ORDINATEUR 20V4.5A USB PIN,CHARGEUR ORDINATEUR PORTABLE,3000,0
LE20V675A,CHAORDPOR,LENOVO CHARGEUR ORDINATEUR 20V6.75A USB PIN,CHARGEUR ORDINATEUR PORTABLE,10000,40
LE20V85AUSB,CHAORDPOR,LENOVO CHARGEUR ORDINATEUR 20V8.5A USB PIN SLIM,CHARGEUR ORDINATEUR PORTABLE,15000,0
LEN45W,CHAORDPOR,LENOVO CHARGEUR ORD TYPE-C 45W / /15V3A/9V2A /5V2A/ 20V2.25,CHARGEUR ORDINATEUR PORTABLE,10000,293
LEN65W,CHAORDPOR,LENOVO CHARGEUR ORDINATEUR TYPE-C 65W/20V3.25A/15V3A/9V2A/5V2A,CHARGEUR ORDINATEUR PORTABLE,10000,25
LG19V21A,CHAORDPOR,LG CHARGEUR ORDINATEUR 19V2.1A 6.5*4.4,CHARGEUR ORDINATEUR PORTABLE,3000,0
LG19V342A6544,CHAORDPOR,LG CHARGEUR ORDINATEUR/TELE LG 19V3.42A 6.5*4.4,CHARGEUR ORDINATEUR PORTABLE,3000,54
LG19V474A,CHAORDPOR,LG CHARGEUR ORDINATEUR 19V4.74A 6.5*4.4,CHARGEUR ORDINATEUR PORTABLE,3000,0
LG20V35A,CHAORDPOR,LG CHARGEUR ORDINATEUR 20V3.5A 5.5*2.5,CHARGEUR ORDINATEUR PORTABLE,3000,0
LG95V15A,CHAORDPOR,LG CHARGEUR ORDINATEUR 9.5V1.5A 5.5*2.5,CHARGEUR ORDINATEUR PORTABLE,0,3
LI185V49A,CHAORDPOR,LI CHARGEUR ORDINATEUR 18.5V4.9A 5.5*2.5,CHARGEUR ORDINATEUR PORTABLE,0,7
LI20V45A,CHAORDPOR,LI CHARGEUR ORDINATEUR 20V4.5A 5.5*2.5,CHARGEUR ORDINATEUR PORTABLE,0,24
MACDC,CHAORDPOR,Apple Câble USB-C vers Magsafe 3 1.5M,CHARGEUR ORDINATEUR PORTABLE,25000,6
MIC12V258AOR,CHAORDPOR,MICROSOFT CHARGEUR ORDINATEUR SURFACE PRO 3 12V2.58A 36W ORIGINAL,CHARGEUR ORDINATEUR PORTABLE,12500,134
MIC12V2A,CHAORDPOR,HP CHARGEUR ORDINATEUR SURFACE PRO 2 / MIC 2 12V2A 24W ORIGINAL,CHARGEUR ORDINATEUR PORTABLE,10000,0
MIC12V36AOR,CHAORDPOR,MICROSOFT CHARGEUR ORDINATEUR SURFACE PRO 2/1 12V3.6A 48W ORIGINAL,CHARGEUR ORDINATEUR PORTABLE,10000,195
MIC12V4A,CHAORDPOR,HP CHARGEUR ORDINATEUR SURFACE PRO 3 12V4A 4.5*3.0 MIC 3,CHARGEUR ORDINATEUR PORTABLE,10000,0
MIC15V16A,CHAORDPOR,HP CHARGEUR ORDINATEUR  SURFACE PRO 3 15V1.6A 24W ORIGINAL,CHARGEUR ORDINATEUR PORTABLE,10000,15
MIC15V258A,CHAORDPOR,HP CHARGEUR ORDINATEUR SURFACE PRO 5 / M1C 3 15V2.58A ORIGINAL /44W,CHARGEUR ORDINATEUR PORTABLE,15000,197
MIC15V4A,CHAORDPOR,CHARGEUR ORDINATEUR PORTABLE SURFACE PRO 3/4/5/6/7/8/GO 15V4A 65W OR,CHARGEUR ORDINATEUR PORTABLE,15000,142
MIC15V633A,CHAORDPOR,CHARGEUR ORDINATEUR SURFACE PRO 3 15V6.33A/5V1.5A MIC 3/102W,CHARGEUR ORDINATEUR PORTABLE,20000,128
MIC52V25A,CHAORDPOR,MICROSOFT CHARGEUR ORDINATEUR SURFACE PRO 3  5.2V2.5A V8 13W,CHARGEUR ORDINATEUR PORTABLE,10000,0
NARKEN,CHAORDPOR,TETE CHARGEUR ADAPTATEUR NARKEN / 603p,CHARGEUR ORDINATEUR PORTABLE,500,4572
Q10535V2A,CHAORDPOR,TETE CHARGEUR UNIVERSALQ10-5 35V/2A,CHARGEUR ORDINATEUR PORTABLE,7500,62
Q3612V2A,CHAORDPOR,CHARGEUR ORDINATEUR UNIVERSELLE Q36-12V/2A,CHARGEUR ORDINATEUR PORTABLE,5000,2
Q4612V258A,CHAORDPOR,CHARGEUR TABLETTE PC Q46-12V/2.58A,CHARGEUR ORDINATEUR PORTABLE,10000,3
SAFE145W,CHAORDPOR,APPLE CHARGEUR MACBOOK 2EME AP SAFE1 45W / 14.5V3.1A L PIN COPY,CHARGEUR ORDINATEUR PORTABLE,10000,508
SAFE160W,CHAORDPOR,APPLE CHARGEUR MACBOOK 2EME MAC AP SAFE1 60W / 16.5V3.65A L PIN COPY,CHARGEUR ORDINATEUR PORTABLE,10000,342
SAFE185W,CHAORDPOR,APPLE CHARGEUR MACBOOK 2EME AP SAFE1 85W / 18.5V4.6A L PIN COPY,CHARGEUR ORDINATEUR PORTABLE,10000,300
SAFE245W,CHAORDPOR,APPLE CHARGEUR MACBOOK 2EME AP SAFE2 45W / 14.85V3.05A T PIN COPY,CHARGEUR ORDINATEUR PORTABLE,10000,331
SAFE260W,CHAORDPOR,APPLE CHARGEUR MACBOOK 2EME AP SAFE2 60W / 16.5V3.65A T PIN COPY,CHARGEUR ORDINATEUR PORTABLE,10000,342
SAFE285W,CHAORDPOR,APPLE CHARGEUR MACBOOK 2EME AP SAFE2 85W / 20V4.25A T PIN COPY,CHARGEUR ORDINATEUR PORTABLE,10000,262
SAM12V333A,CHAORDPOR,SAMSUNG CHARGEUR ORDINATEUR 12V3.33A 2.5*0.7 / 12V2.2A,CHARGEUR ORDINATEUR PORTABLE,3000,0
SAM14V4A,CHAORDPOR,SAMSUNG CHARGEUR ORDINATEUR 14V4A 6.5*4.4/14.5V4A,CHARGEUR ORDINATEUR PORTABLE,3000,0
SAM19V21,CHAORDPOR,SAMSUNG CHARGEUR ORDINATEUR 19V2.1A 5.0*3.0 / 5.5*3.0,CHARGEUR ORDINATEUR PORTABLE,3000,100
SAM19V21A,CHAORDPOR,SAMSUNG CHARGEUR ORDI 19V2.1A 3.0*1.0,CHARGEUR ORDINATEUR PORTABLE,3000,108
SAM19V316A,CHAORDPOR,SAMSUNG CHARGEUR ORDINATEUR 19V3.16A 5.0*3.0 / 5.5*3.0,CHARGEUR ORDINATEUR PORTABLE,3000,0
SAM19V474A,CHAORDPOR,SAMSUNG CHARGEUR ORDINATEUR 19V4.74A 5.0*3.0 / 5.5*3.0,CHARGEUR ORDINATEUR PORTABLE,3000,23
SO105V29A,CHAORDPOR,SONY CHARGEUR ORDINATEUR 10.5V2.9A 4.8*1.7,CHARGEUR ORDINATEUR PORTABLE,3000,201
SO16V4A,CHAORDPOR,SONY CHARGEUR ORDINATEUR 16V4A 6.5*4.4MM,CHARGEUR ORDINATEUR PORTABLE,3000,24
SO195V2A,CHAORDPOR,SONY CHARGEUR ORDINATEUR 19.5V2A NEW PIN  / 5V1A /19.5V/5.0V,CHARGEUR ORDINATEUR PORTABLE,5000,72
SO195V33A,CHAORDPOR,SONY CHARGEUR ORDINATEUR 19.5V3.3A 6.5*4.4,CHARGEUR ORDINATEUR PORTABLE,3000,1
SO195V39A,CHAORDPOR,SONY CHARGEUR ORDINATEUR 19.5V3.9A 6.5*4.4,CHARGEUR ORDINATEUR PORTABLE,3000,0
SO195V41A,CHAORDPOR,SONY CHARGEUR ORDINATEUR 19.5V4.1A 6.5*4.4,CHARGEUR ORDINATEUR PORTABLE,3000,1
SO195V47A,CHAORDPOR,SONY CHARGEUR ORDINATEUR 19.5V4.7A 6.5*4.4,CHARGEUR ORDINATEUR PORTABLE,3000,0
SO195V47A6044OR,CHAORDPOR,SONY CHARGEUR ORDINATEUR ORIGINAL 19.5V4.7A DC 6.0*4.4 BLUE PACKING,CHARGEUR ORDINATEUR PORTABLE,10000,8
TO19V237A,CHAORDPOR,TOSHIBA CHARGEUR ORDINATEUR 19V2.37A 5.5*2.5,CHARGEUR ORDINATEUR PORTABLE,3000,10
TO19V395A,CHAORDPOR,TOSHIBA CHARGEUR ORDINATEUR 19V3.95A 5.5*2.5,CHARGEUR ORDINATEUR PORTABLE,3000,0
TO19V474A,CHAORDPOR,TOSHIBA CHARGEUR ORDINATEUR 19V4.74A 5.5*2.5,CHARGEUR ORDINATEUR PORTABLE,3000,6
TO19V9.5A5525OR,CHAORDPOR,ORIGINAL TOSHIBA CHARGEUR ORDINATEUR 19V9.5A 5.5*2.5,CHARGEUR ORDINATEUR PORTABLE,20000,13
TOS15V5A,CHAORDPOR,TOSHIBA CHARGEUR ORDINATEUR 15V5A 6.3*3.0,CHARGEUR ORDINATEUR PORTABLE,3000,0
TOS15V5A55,CHAORDPOR,TOSHIBA CHARGEUR ORDINATEUR 15V5A 5.5*2.5,CHARGEUR ORDINATEUR PORTABLE,3000,58
TOS19V158A,CHAORDPOR,TOSHIBA CHARGEUR ORDINATEUR 19V1.58A 5.5*2.5,CHARGEUR ORDINATEUR PORTABLE,3000,0
TOS19V237A,CHAORDPOR,TOSHIBA CHARGEUR ORDINATEUR 19V2.37A  4.0*1.7,CHARGEUR ORDINATEUR PORTABLE,3000,185
TOS19V342A,CHAORDPOR,TOSHIBA CHARGEUR ORDINATEUR 19V3.42A 5.5*2.5,CHARGEUR ORDINATEUR PORTABLE,3000,4
W510,CHAORDPOR,ACER CHARGEUR ORDINATEUR TABLETTE W510 / W511 12V1.5A,CHARGEUR ORDINATEUR PORTABLE,5000,0
CHAUNI70W,CHAORDPOR,CHARGEUR NOTEBOOK  ADAPTER  70W / CHARGEUR UNIVERSEL 70W,CHARGEUR ORDINATEUR PORTABLE,7000,0
LG195V47A,CHAORDPOR,LG CHARGEUR ORDINATEUR 19.5V4.7A 6.0*4.4,CHARGEUR ORDINATEUR PORTABLE,3000,0
CHUNI120W,CHAORDPOR,CHARGEUR NOTEBOOK  ADAPTER  120W / CHARGEUR UNIVERSEL 120W,CHARGEUR ORDINATEUR PORTABLE,12000,22
APSAFE145WOR,CHAORDPOR,APPLE CHARGEUR MACBOOK AP SAFE1 45W / 14.5V3.1A L PIN ORIGINAL,CHARGEUR ORDINATEUR PORTABLE,20000,0
APSAFE245WOR,CHAORDPOR,APPLE CHARGEUR MACBOOK AP SAFE2 45W / 14.85V3.05A T PIN / ORIGINAL,CHARGEUR ORDINATEUR PORTABLE,20000,0
APSAFE160WOR,CHAORDPOR,APPLE CHARGEUR MACBOOK AP SAFE1 60W / 16.5V3.65A L PIN ORIGINAL,CHARGEUR ORDINATEUR PORTABLE,20000,0
AS20V75A,CHAORDPOR,ASUS CHARGEUR ORDINATEUR 20V7.5A 6.0*3.7 ORIGINAL,CHARGEUR ORDINATEUR PORTABLE,10000,44
AS20V14A,CHAORDPOR,ASUS CHARGEUR ORDINATEUR 20V14A 6.0*3.7,CHARGEUR ORDINATEUR PORTABLE,25000,94
DE195V21A,CHAORDPOR,DELL CHARGEUR ORDINATEUR 19.5V1.2A USB,CHARGEUR ORDINATEUR PORTABLE,10000,21
